id,feature_name,Title,Author,SCI,Journal_or_Conference_name,Year,No_field,no_field_secondary,Fiber_type,Fiber_type_detail,Matrix_type,Matrix_type_detail,glass_transition_temperature,glass_transition_temperature_run_2,cure_ratio,Fiber_content_weight,Fiber_content_volume,Void_content,diameter,average_area,nominal_area,rib,surface_treatment,Water_absorption_at_saturation,Water_absorption_test_standard,Water_absorption_note,Brand_name,Manufacturer,Important_notes,Notes_of_rebar,Target_parameter,note_of_target_parameter,num_1,note_of_number,Value1_1,COV1_1,note_of_Value1,Value2_1,COV2_1,Value2note_1,Value3_1,COV3_1,Value3note_1,SEM_T_BCBT,SEM_L_BCBT,OTHER_main,OTHER1_1,FTIR_1,note_1,temperature,note_of_temperature,time_field,note_of_time,concrete,pH_of_concrete,strength_of_concrete,crack,cover,note_of_concrete,pH_1,pHafter,ingredient_1,pH_2,RH_1,ingredient_2,note_2,Location,Effektive_Klimaklassifikation,field_average_humidity,field_average_temperature,pH_2_additional,Ingrediant_additional,number_field,type_field,SolutionorMoisture,cycle_pH,cycle_pH_after,created_at,updated_at
11,1,Accelerated aging tests for evaluations of durability performance of FRP reinforcing bars for concrete structures,"Yi Chen, Julio F. Davalos*, Indrajit Ray, Hyeong-Yeol Kim",1,Composite Structures,2007,11.0,11,Glass,E-glass,Vinyl ester,,,,,,,,9.53,,,helically wrapped,sand coated,,,,Aslan 100,"Hughes Brothers, Inc.","Link:'Accelerated aging tests for evaluations of durability performance',Durability Prediction for GFRP Reinforcing Bars Using Short-Term Data of Accelerated Aging Tests'",,Tensile,,6.0,,771.0,1.0,,,,,,,,,,,,,,20.0,room temp,2880.0,,,,,,,,12.7,,"NaOH:0.6(0.015), KOH:1.4(0.025), Ca(OH)2:0.037(0.005); g/L(mol/L)",,,,,,,,,,,,,,,,2025-10-27 16:47:16,2025-10-27 16:47:16
12,1,Accelerated aging tests for evaluations of durability performance of FRP reinforcing bars for concrete structures,"Yi Chen, Julio F. Davalos*, Indrajit Ray, Hyeong-Yeol Kim",1,Composite Structures,2007,12.0,12,Glass,E-glass,Vinyl ester,,,,,,,,9.53,,,helically wrapped,sand coated,,,,Aslan 100,"Hughes Brothers, Inc.","Link:'Accelerated aging tests for evaluations of durability performance',Durability Prediction for GFRP Reinforcing Bars Using Short-Term Data of Accelerated Aging Tests'",,Tensile,,6.0,,771.0,1.0,,,,,,,,,,,,,,,,1728.0,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-27 16:47:16,2025-10-27 16:47:16
13,1,Accelerated aging tests for evaluations of durability performance of FRP reinforcing bars for concrete structures,"Yi Chen, Julio F. Davalos*, Indrajit Ray, Hyeong-Yeol Kim",1,Composite Structures,2007,13.0,13,Glass,E-glass,Vinyl ester,,,,,,,,9.53,,,helically wrapped,sand coated,,,,Aslan 100,"Hughes Brothers, Inc.","Link:'Accelerated aging tests for evaluations of durability performance',Durability Prediction for GFRP Reinforcing Bars Using Short-Term Data of Accelerated Aging Tests'",,Tensile,,6.0,,771.0,1.0,,,,,,,,,,,,,,60.0,,1680.0,,,,,,,,0.0,,"NaCl:30, Na2SO4:5; g/L(mol/L)",,,,,,,,,,,,,,,,2025-10-27 16:47:16,2025-10-27 16:47:16
14,1,Accelerated aging tests for evaluations of durability performance of FRP reinforcing bars for concrete structures,"Yi Chen, Julio F. Davalos*, Indrajit Ray, Hyeong-Yeol Kim",1,Composite Structures,2007,14.0,14,Glass,E-glass,Vinyl ester,,,,,,,,9.53,,,helically wrapped,sand coated,,,,Aslan 100,"Hughes Brothers, Inc.","Link:'Accelerated aging tests for evaluations of durability performance',Durability Prediction for GFRP Reinforcing Bars Using Short-Term Data of Accelerated Aging Tests'",,Tensile,,6.0,,771.0,1.0,,,,,,,,,,,,,,40.0,,1680.0,,,,,,,,0.0,,"NaCl:30, Na2SO4:5; g/L(mol/L)",,,,,,,,,,,,,,,,2025-10-27 16:47:16,2025-10-27 16:47:16
15,1,Accelerated aging tests for evaluations of durability performance of FRP reinforcing bars for concrete structures,"Yi Chen, Julio F. Davalos*, Indrajit Ray, Hyeong-Yeol Kim",1,Composite Structures,2007,15.0,15,Glass,E-glass,Vinyl ester,,,,,,,,9.53,,,helically wrapped,sand coated,,,,Aslan 100,"Hughes Brothers, Inc.","Link:'Accelerated aging tests for evaluations of durability performance',Durability Prediction for GFRP Reinforcing Bars Using Short-Term Data of Accelerated Aging Tests'",,Tensile,,6.0,,771.0,1.0,,,,,,,,,,,,,,20.0,room temp,2880.0,,,,,,,,0.0,,"NaCl:30, Na2SO4:5; g/L(mol/L)",,,,,,,,,,,,,,,,2025-10-27 16:47:16,2025-10-27 16:47:16
16,1,Accelerated aging tests for evaluations of durability performance of FRP reinforcing bars for concrete structures,"Yi Chen, Julio F. Davalos*, Indrajit Ray, Hyeong-Yeol Kim",1,Composite Structures,2007,16.0,16,Glass,E-glass,Vinyl ester,,,,,,,,9.53,,,helically wrapped,sand coated,,,,Aslan 100,"Hughes Brothers, Inc.","Link:'Accelerated aging tests for evaluations of durability performance',Durability Prediction for GFRP Reinforcing Bars Using Short-Term Data of Accelerated Aging Tests'",,Tensile,,6.0,,771.0,1.0,,,,,,,,,,,,,,,,1728.0,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-27 16:47:16,2025-10-27 16:47:16
17,1,Accelerated aging tests for evaluations of durability performance of FRP reinforcing bars for concrete structures,"Yi Chen, Julio F. Davalos*, Indrajit Ray, Hyeong-Yeol Kim",1,Composite Structures,2007,17.0,17,Glass,E-glass,Vinyl ester,,,,,,,,9.53,,,helically wrapped,sand coated,,,,Aslan 100,"Hughes Brothers, Inc.","Link:'Accelerated aging tests for evaluations of durability performance',Durability Prediction for GFRP Reinforcing Bars Using Short-Term Data of Accelerated Aging Tests'",,Tensile,,6.0,,771.0,1.0,,,,,,,,,,,,,,,,1200.0,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-27 16:47:16,2025-10-27 16:47:16
18,1,Accelerated aging tests for evaluations of durability performance of FRP reinforcing bars for concrete structures,"Yi Chen, Julio F. Davalos*, Indrajit Ray, Hyeong-Yeol Kim",1,Composite Structures,2007,18.0,18,Glass,E-glass,Vinyl ester,,,,,,,,9.53,,,helically wrapped,sand coated,,,,,,,,Tensile,,5.0,,925.0,3.0,,,,,,,,,,,,,,60.0,,1440.0,,,,,,,,13.6,,"NaOH:2.4(0.06), KOH:19.6(0.35), Ca(OH)2:2(0.027); g/L(mol/L)",,,,,,,,,,,,,,,,2025-10-27 16:47:16,2025-10-27 16:47:16
19,1,Accelerated aging tests for evaluations of durability performance of FRP reinforcing bars for concrete structures,"Yi Chen, Julio F. Davalos*, Indrajit Ray, Hyeong-Yeol Kim",1,Composite Structures,2007,19.0,19,Glass,E-glass,Vinyl ester,,,,,,,,9.53,,,helically wrapped,sand coated,,,,,,,,Tensile,,5.0,,925.0,3.0,,,,,,,,,,,,,,40.0,,1440.0,,,,,,,,13.6,,"NaOH:2.4(0.06), KOH:19.6(0.35), Ca(OH)2:2(0.028); g/L(mol/L)",,,,,,,,,,,,,,,,2025-10-27 16:47:16,2025-10-27 16:47:16
20,1,Accelerated aging tests for evaluations of durability performance of FRP reinforcing bars for concrete structures,"Yi Chen, Julio F. Davalos*, Indrajit Ray, Hyeong-Yeol Kim",1,Composite Structures,2007,20.0,20,Glass,E-glass,Vinyl ester,,,,,,,,9.53,,,helically wrapped,sand coated,,,,,,,,Tensile,,5.0,,925.0,3.0,,,,,,,,,,,,,,20.0,room temp,2160.0,,,,,,,,13.6,,"NaOH:2.4(0.06), KOH:19.6(0.35), Ca(OH)2:2(0.029); g/L(mol/L)",,,,,,,,,,,,,,,,2025-10-27 16:47:16,2025-10-27 16:47:16
21,1,Accelerated aging tests for evaluations of durability performance of FRP reinforcing bars for concrete structures,"Yi Chen, Julio F. Davalos*, Indrajit Ray, Hyeong-Yeol Kim",1,Composite Structures,2007,21.0,21,Glass,E-glass,Vinyl ester,,,,,,,,9.53,,,helically wrapped,sand coated,,,,,,,,Tensile,,5.0,,925.0,3.0,,,,,,,,,,,,,,20.0,room temp,2880.0,,,,,,,,13.6,,"NaOH:2.4(0.06), KOH:19.6(0.35), Ca(OH)2:2(0.030); g/L(mol/L)",,,,,,,,,,,,,,,,2025-10-27 16:47:16,2025-10-27 16:47:16
22,1,Accelerated aging tests for evaluations of durability performance of FRP reinforcing bars for concrete structures,"Yi Chen, Julio F. Davalos*, Indrajit Ray, Hyeong-Yeol Kim",1,Composite Structures,2007,22.0,22,Glass,E-glass,Vinyl ester,,,,,,,,9.53,,,helically wrapped,sand coated,,,,,,,,Tensile,,5.0,,925.0,3.0,,,,,,,,,,,,,,20.0,room temp,2160.0,,"NC:W/Cm:0.55, Water:175, Cement:320, Sand:703, Gravel:1054, AEA:768ml;(kg/m3)",,20.0,0,,embeded in concrete and immersed in tap water,0.0,,,,,,,,,,,,,,,,,,2025-10-27 16:47:16,2025-10-27 16:47:16
23,1,Accelerated aging tests for evaluations of durability performance of FRP reinforcing bars for concrete structures,"Yi Chen, Julio F. Davalos*, Indrajit Ray, Hyeong-Yeol Kim",1,Composite Structures,2007,23.0,23,Glass,E-glass,Vinyl ester,,,,,,,,9.53,,,helically wrapped,sand coated,,,,,,,,Tensile,,5.0,,925.0,3.0,,,,,,,,,,,,,,60.0,,2160.0,,"NC:W/Cm:0.55, Water:175, Cement:320, Sand:703, Gravel:1054, AEA:768ml;(kg/m3)",,20.0,0,,embeded in concrete and immersed in alkaline solution,12.7,,"NaOH:2.4(0.06), KOH:19.6(0.35), Ca(OH)2:2(0.027); g/L(mol/L)",,,,,,,,,,,,,,,,2025-10-27 16:47:16,2025-10-27 16:47:16
24,1,Accelerated aging tests for evaluations of durability performance of FRP reinforcing bars for concrete structures,"Yi Chen, Julio F. Davalos*, Indrajit Ray, Hyeong-Yeol Kim",1,Composite Structures,2007,24.0,24,Carbon,,Epoxy,,,,,,,,9.0,,,,,,,,Aslan 200,"Hughes Brothers, Inc.",,,Tensile,,5.0,,2588.0,5.0,,,,,,,,,,,,,,60.0,,1680.0,,,,,,,,13.6,,"NaOH:2.4(0.06), KOH:19.6(0.35), Ca(OH)2:2(0.027); g/L(mol/L)",,,,,,,,,,,,,,,,2025-10-27 16:47:16,2025-10-27 16:47:16
25,1,Accelerated aging tests for evaluations of durability performance of FRP reinforcing bars for concrete structures,"Yi Chen, Julio F. Davalos*, Indrajit Ray, Hyeong-Yeol Kim",1,Composite Structures,2007,25.0,25,Glass,E-glass,Vinyl ester,,,,,,,,9.53,,,helically wrapped,sand coated,,,,Aslan 100,"Hughes Brothers, Inc.","Link:'Accelerated aging tests for evaluations of durability performance',Durability Prediction for GFRP Reinforcing Bars Using Short-Term Data of Accelerated Aging Tests'",,Shear,,6.0,,43.0,6.0,,,,,,,,,,,,,,60.0,,1080.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,2025-10-27 16:47:16,2025-10-27 16:47:16
26,1,Accelerated aging tests for evaluations of durability performance of FRP reinforcing bars for concrete structures,"Yi Chen, Julio F. Davalos*, Indrajit Ray, Hyeong-Yeol Kim",1,Composite Structures,2007,26.0,26,Glass,E-glass,Vinyl ester,,,,,,,,9.53,,,helically wrapped,sand coated,,,,Aslan 100,"Hughes Brothers, Inc.","Link:'Accelerated aging tests for evaluations of durability performance',Durability Prediction for GFRP Reinforcing Bars Using Short-Term Data of Accelerated Aging Tests'",,Shear,,6.0,,43.0,6.0,,,,,,,,,,,,,,,,1200.0,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-27 16:47:16,2025-10-27 16:47:16
27,1,Accelerated aging tests for evaluations of durability performance of FRP reinforcing bars for concrete structures,"Yi Chen, Julio F. Davalos*, Indrajit Ray, Hyeong-Yeol Kim",1,Composite Structures,2007,27.0,27,Glass,E-glass,Vinyl ester,,,,,,,,9.53,,,helically wrapped,sand coated,,,,Aslan 100,"Hughes Brothers, Inc.","Link:'Accelerated aging tests for evaluations of durability performance',Durability Prediction for GFRP Reinforcing Bars Using Short-Term Data of Accelerated Aging Tests'",,Shear,,6.0,,43.0,6.0,,,,,,,,,,,,,,,,2400.0,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-27 16:47:16,2025-10-27 16:47:16
28,1,Accelerated aging tests for evaluations of durability performance of FRP reinforcing bars for concrete structures,"Yi Chen, Julio F. Davalos*, Indrajit Ray, Hyeong-Yeol Kim",1,Composite Structures,2007,28.0,28,Glass,E-glass,Vinyl ester,,,,,,,,9.53,,,helically wrapped,sand coated,,,,Aslan 100,"Hughes Brothers, Inc.","Link:'Accelerated aging tests for evaluations of durability performance',Durability Prediction for GFRP Reinforcing Bars Using Short-Term Data of Accelerated Aging Tests'",,Shear,,6.0,,43.0,6.0,,,,,,,,,,,,,,60.0,,1080.0,,,,,,,,13.6,,"NaOH:2.4(0.06), KOH:19.6(0.35), Ca(OH)2:2(0.027); g/L(mol/L)",,,,,,,,,,,,,,,,2025-10-27 16:47:16,2025-10-27 16:47:16
29,1,Accelerated aging tests for evaluations of durability performance of FRP reinforcing bars for concrete structures,"Yi Chen, Julio F. Davalos*, Indrajit Ray, Hyeong-Yeol Kim",1,Composite Structures,2007,29.0,29,Glass,E-glass,Vinyl ester,,,,,,,,9.53,,,helically wrapped,sand coated,,,,Aslan 100,"Hughes Brothers, Inc.","Link:'Accelerated aging tests for evaluations of durability performance',Durability Prediction for GFRP Reinforcing Bars Using Short-Term Data of Accelerated Aging Tests'",,Shear,,6.0,,43.0,6.0,,,,,,,,,,,,,,60.0,,1080.0,,,,,,,,12.7,,"NaOH:0.6(0.015), KOH:1.4(0.025), Ca(OH)2:0.037(0.005); g/L(mol/L)",,,,,,,,,,,,,,,,2025-10-27 16:47:16,2025-10-27 16:47:16
30,1,Accelerated aging tests for evaluations of durability performance of FRP reinforcing bars for concrete structures,"Yi Chen, Julio F. Davalos*, Indrajit Ray, Hyeong-Yeol Kim",1,Composite Structures,2007,30.0,30,Glass,E-glass,Vinyl ester,,,,,,,,9.53,,,helically wrapped,sand coated,,,,Aslan 100,"Hughes Brothers, Inc.","Link:'Accelerated aging tests for evaluations of durability performance',Durability Prediction for GFRP Reinforcing Bars Using Short-Term Data of Accelerated Aging Tests'",,Shear,,6.0,,43.0,6.0,,,,,,,,,,,,,,,,1200.0,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-27 16:47:16,2025-10-27 16:47:16
31,1,Accelerated aging tests for evaluations of durability performance of FRP reinforcing bars for concrete structures,"Yi Chen, Julio F. Davalos*, Indrajit Ray, Hyeong-Yeol Kim",1,Composite Structures,2007,31.0,31,Glass,E-glass,Vinyl ester,,,,,,,,9.53,,,helically wrapped,sand coated,,,,Aslan 100,"Hughes Brothers, Inc.","Link:'Accelerated aging tests for evaluations of durability performance',Durability Prediction for GFRP Reinforcing Bars Using Short-Term Data of Accelerated Aging Tests'",,Shear,,6.0,,43.0,6.0,,,,,,,,,,,,,,,,2400.0,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-27 16:47:16,2025-10-27 16:47:16
32,1,Accelerated aging tests for evaluations of durability performance of FRP reinforcing bars for concrete structures,"Yi Chen, Julio F. Davalos*, Indrajit Ray, Hyeong-Yeol Kim",1,Composite Structures,2007,32.0,32,Glass,E-glass,Vinyl ester,,,,,,,,9.53,,,helically wrapped,sand coated,,,,Aslan 100,"Hughes Brothers, Inc.","Link:'Accelerated aging tests for evaluations of durability performance',Durability Prediction for GFRP Reinforcing Bars Using Short-Term Data of Accelerated Aging Tests'",,Shear,,6.0,,43.0,6.0,,,,,,,,,,,,,,20.0,room temp,1440.0,,"NC:W/Cm:0.55, Water:175, Cement:320, Sand:703, Gravel:1054, AEA:768ml;(kg/m3)",,20.0,0,,embeded in concrete and immersed in tap water,0.0,,,,,,,,,,,,,,,,,,2025-10-27 16:47:16,2025-10-27 16:47:16
33,1,Accelerated aging tests for evaluations of durability performance of FRP reinforcing bars for concrete structures,"Yi Chen, Julio F. Davalos*, Indrajit Ray, Hyeong-Yeol Kim",1,Composite Structures,2007,33.0,33,Glass,E-glass,Vinyl ester,,,,,,,,9.53,,,helically wrapped,sand coated,,,,Aslan 100,"Hughes Brothers, Inc.","Link:'Accelerated aging tests for evaluations of durability performance',Durability Prediction for GFRP Reinforcing Bars Using Short-Term Data of Accelerated Aging Tests'",,Shear,,6.0,,43.0,6.0,,,,,,,,,,,,,,20.0,room temp,1440.0,,"HPC:W/Cm:0.35, Water:127.5, Cement:292.5, Sand:672, Gravel:999, Slag:135, Silica fume:22.5, AEA:1570ml,HWR:3100ml, WR:1200ml;(kg/m3)",,65.0,0,,embeded in concrete and immersed in tap water,0.0,,,,,,,,,,,,,,,,,,2025-10-27 16:47:16,2025-10-27 16:47:16
34,1,Accelerated aging tests for evaluations of durability performance of FRP reinforcing bars for concrete structures,"Yi Chen, Julio F. Davalos*, Indrajit Ray, Hyeong-Yeol Kim",1,Composite Structures,2007,34.0,34,Glass,E-glass,Vinyl ester,,,,,,,,9.53,,,helically wrapped,sand coated,,,,Aslan 100,"Hughes Brothers, Inc.","Link:'Accelerated aging tests for evaluations of durability performance',Durability Prediction for GFRP Reinforcing Bars Using Short-Term Data of Accelerated Aging Tests'",,Shear,,6.0,,43.0,6.0,,,,,,,,,,,,,,60.0,,1440.0,,"NC:W/Cm:0.55, Water:175, Cement:320, Sand:703, Gravel:1054, AEA:768ml;(kg/m3)",,20.0,0,,embeded in concrete and immersed in alkaline solution,12.7,,"NaOH:2.4(0.06), KOH:19.6(0.35), Ca(OH)2:2(0.027); g/L(mol/L)",,,,,,,,,,,,,,,,2025-10-27 16:47:16,2025-10-27 16:47:16
35,1,Accelerated aging tests for evaluations of durability performance of FRP reinforcing bars for concrete structures,"Yi Chen, Julio F. Davalos*, Indrajit Ray, Hyeong-Yeol Kim",1,Composite Structures,2007,35.0,35,Glass,E-glass,Vinyl ester,,,,,,,,9.53,,,helically wrapped,sand coated,,,,Aslan 100,"Hughes Brothers, Inc.","Link:'Accelerated aging tests for evaluations of durability performance',Durability Prediction for GFRP Reinforcing Bars Using Short-Term Data of Accelerated Aging Tests'",,Shear,,6.0,,43.0,6.0,,,,,,,,,,,,,,60.0,,1440.0,,"HPC:W/Cm:0.35, Water:127.5, Cement:292.5, Sand:672, Gravel:999, Slag:135, Silica fume:22.5, AEA:1570ml,HWR:3100ml, WR:1200ml;(kg/m3)",,65.0,0,,embeded in concrete and immersed in alkaline solution,12.7,,"NaOH:2.4(0.06), KOH:19.6(0.35), Ca(OH)2:2(0.027); g/L(mol/L)",,,,,,,,,,,,,,,,2025-10-27 16:47:16,2025-10-27 16:47:16
36,1,Accelerated aging tests for evaluations of durability performance of FRP reinforcing bars for concrete structures,"Yi Chen, Julio F. Davalos*, Indrajit Ray, Hyeong-Yeol Kim",1,Composite Structures,2007,36.0,36,Glass,E-glass,Vinyl ester,,,,,,,,9.53,,,helically wrapped,sand coated,,,,,,,,Shear,,6.0,,43.0,5.0,,,,,,,,,,,,,,60.0,,1080.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,2025-10-27 16:47:16,2025-10-27 16:47:16
37,1,Accelerated aging tests for evaluations of durability performance of FRP reinforcing bars for concrete structures,"Yi Chen, Julio F. Davalos*, Indrajit Ray, Hyeong-Yeol Kim",1,Composite Structures,2007,37.0,37,Glass,E-glass,Vinyl ester,,,,,,,,9.53,,,helically wrapped,sand coated,,,,,,,,Shear,,6.0,,43.0,5.0,,,,,,,,,,,,,,,,1200.0,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-27 16:47:16,2025-10-27 16:47:16
